distNorm,timeSin,timeCos,cat_food,cat_sight,scenicScore,hasMunicipality,label
0.4223979711532593,-0.7071067690849304,-0.7071067690849304,0.0,0.0,0.49030742049217224,1.0,1
0.28807011246681213,0.9659258127212524,0.258819043636322,0.0,0.0,0.9355983734130859,1.0,1
0.481940895318985,-0.258819043636322,0.9659258127212524,0.0,0.0,0.5112994909286499,1.0,1
0.1664033979177475,0.5,0.8660253882408142,0.0,1.0,0.6465500593185425,0.0,1
0.7057734727859497,-1.0,-1.8369701465288538e-16,0.0,0.0,0.7045943737030029,1.0,1
0.10549893230199814,0.9659258127212524,0.258819043636322,0.0,0.0,0.8036149144172668,1.0,1
0.6069076657295227,0.9659258127212524,-0.258819043636322,0.0,0.0,0.35325485467910767,1.0,0
0.19067718088626862,-0.7071067690849304,0.7071067690849304,0.0,0.0,0.7995990514755249,1.0,1
0.22139668464660645,1.2246468525851679e-16,-1.0,0.0,0.0,0.8769343495368958,1.0,1
0.4726453721523285,0.258819043636322,-0.9659258127212524,0.0,0.0,0.349496454000473,0.0,1
0.670803964138031,0.7071067690849304,-0.7071067690849304,1.0,1.0,0.5342967510223389,1.0,1
0.25522151589393616,0.5,0.8660253882408142,0.0,0.0,0.46813055872917175,1.0,0
0.3542507588863373,0.7071067690849304,0.7071067690849304,0.0,1.0,0.8023878931999207,1.0,1
0.3051225244998932,0.0,1.0,0.0,0.0,0.6820435523986816,0.0,1
0.4571509063243866,1.2246468525851679e-16,-1.0,0.0,0.0,0.6658737063407898,1.0,0
0.318622350692749,-0.258819043636322,0.9659258127212524,0.0,0.0,0.6080722212791443,0.0,1
0.29298946261405945,0.7071067690849304,0.7071067690849304,0.0,0.0,0.3862648904323578,1.0,1
0.621260404586792,-0.7071067690849304,0.7071067690849304,0.0,0.0,0.4231549799442291,1.0,0
0.30602800846099854,0.5,-0.8660253882408142,0.0,0.0,0.7864619493484497,1.0,1
0.18784818053245544,-1.0,-1.8369701465288538e-16,0.0,0.0,1.0,1.0,1
0.5021381378173828,0.5,-0.8660253882408142,0.0,0.0,0.5912744402885437,1.0,1
0.18684038519859314,0.258819043636322,-0.9659258127212524,0.0,0.0,0.6036269068717957,1.0,1
0.5750294327735901,0.5,-0.8660253882408142,0.0,0.0,0.5928406715393066,1.0,0
0.2729926109313965,0.9659258127212524,0.258819043636322,0.0,0.0,0.789487898349762,1.0,1
0.5070123672485352,0.258819043636322,-0.9659258127212524,0.0,0.0,0.5664069056510925,1.0,0
0.13642463088035583,0.8660253882408142,-0.5,0.0,0.0,0.7424697875976562,1.0,1
0.3553397059440613,0.7071067690849304,-0.7071067690849304,0.0,1.0,0.654371440410614,0.0,1
0.6039541363716125,0.5,0.8660253882408142,0.0,0.0,0.5045555233955383,1.0,1
0.21039298176765442,0.5,0.8660253882408142,0.0,0.0,0.7394706606864929,0.0,0
